-1.166655388159289508e+01,-1.148152481357226051e+01,-1.150069572683726982e+01,-1.150510268658186419e+01,-1.157670324750994162e+01,-1.179551937708554732e+01,-1.155519413848846533e+01,-1.161974669410003003e+01,-1.160552179928244065e+01,-1.144284287442272685e+01
-1.428051466098219002e+01,-1.430258826610537426e+01,-1.433562288137119189e+01,-1.417739463845673420e+01,-1.446588089394216858e+01,-1.441127486786110623e+01,-1.420222186492312488e+01,-1.444051139298324848e+01,-1.423913935748141313e+01,-1.432813127126802932e+01
-1.044434625876627365e+01,-1.030741739772197541e+01,-1.007879553786384719e+01,-1.005573849387040575e+01,-1.021466230932506747e+01,-1.020575575235237409e+01,-1.009240672981957410e+01,-1.026366910282466272e+01,-1.032644637958684974e+01,-9.998840091288942133e+00
-6.359227131616722595e+00,-6.630044835438630102e+00,-6.380556435061932596e+00,-6.507521327386089460e+00,-6.436509419961689460e+00,-6.529528530944011422e+00,-6.610502591350322810e+00,-6.692143685765758576e+00,-6.647409159424493730e+00,-6.477772287506788906e+00
-5.110009930177971782e+00,-4.970482810879871316e+00,-4.934566681731136661e+00,-5.089798064208009620e+00,-4.858728287977243987e+00,-4.862274631944718983e+00,-5.113170120996426427e+00,-5.133970688822909523e+00,-4.816200136673699284e+00,-5.056164854848762324e+00
2.119394662290650988e+00,2.211376813148101750e+00,1.972366506074901604e+00,2.213576230529813227e+00,1.910880021405462870e+00,1.902348289378114954e+00,2.200810204842276185e+00,2.131853321863975026e+00,2.244675728774424783e+00,1.914510474895109171e+00
-4.081314122115676568e+00,-4.217266744197152306e+00,-4.373511234726969121e+00,-4.216348111384312425e+00,-4.169263929859038598e+00,-4.565328540968039306e+00,-4.207245812846004185e+00,-4.129773066428788830e+00,-4.342170252031873012e+00,-4.273188445196385743e+00
-7.870477614760417850e+00,-7.819843437473243952e+00,-8.203571201593351958e+00,-7.844704316686081924e+00,-8.086450780232365076e+00,-7.994597116922552260e+00,-8.101197554065329598e+00,-8.097883147509936208e+00,-8.086855631676540312e+00,-8.079944759098220075e+00
-1.377785089541903751e+01,-1.374050910876351850e+01,-1.383983092408447924e+01,-1.374886861717152797e+01,-1.379332230394946812e+01,-1.385084047514336270e+01,-1.357094324156935095e+01,-1.373951170289363333e+01,-1.375958334797060267e+01,-1.389650899886682289e+01
-1.033244462226272553e+01,-1.018077002118158170e+01,-1.004262386225833126e+01,-1.027588115260061130e+01,-9.950964814489710264e+00,-1.005099126186160596e+01,-1.026117725579494611e+01,-1.021064446705679707e+01,-9.883435779252854658e+00,-1.010384916845451286e+01
-8.992094852822525297e+00,-8.999703787839093749e+00,-9.200112363405455795e+00,-9.077484317246398149e+00,-9.078099455324355915e+00,-9.102247012472037824e+00,-9.041921502597745075e+00,-9.087963585901066565e+00,-9.187439638086937421e+00,-9.025774164924415643e+00
6.212063685505314625e-01,5.107838422598891537e-01,6.808713826403216540e-01,7.337399234051388275e-01,6.193451259670513798e-01,5.847051599513520825e-01,7.920635310859249767e-01,5.890243341489955764e-01,5.439083779086573145e-01,5.691981596027161361e-01
