1.453158587640062294e+01,1.453158587640062294e+01,1.453158587640062294e+01,1.453158587640062294e+01,1.453158587640062294e+01,1.453158587640062294e+01,1.453158587640062294e+01,1.453158587640062294e+01,1.453158587640062294e+01,1.453158587640062294e+01
3.613084444973260645e+01,3.613084444973260645e+01,3.613084444973260645e+01,3.613084444973260645e+01,3.613084444973260645e+01,3.613084444973260645e+01,3.613084444973260645e+01,3.613084444973260645e+01,3.613084444973260645e+01,3.613084444973260645e+01
3.521319958052206545e+01,3.521319958052206545e+01,3.521319958052206545e+01,3.521319958052206545e+01,3.521319958052206545e+01,3.521319958052206545e+01,3.521319958052206545e+01,3.521319958052206545e+01,3.521319958052206545e+01,3.521319958052206545e+01
5.534346520909655709e+01,5.534346520909655709e+01,5.534346520909655709e+01,5.534346520909655709e+01,5.534346520909655709e+01,5.534346520909655709e+01,5.534346520909655709e+01,5.534346520909655709e+01,5.534346520909655709e+01,5.534346520909655709e+01
5.012749319174717044e+01,5.012749319174717044e+01,5.012749319174717044e+01,5.012749319174717044e+01,5.012749319174717044e+01,5.012749319174717044e+01,5.012749319174717044e+01,5.012749319174717044e+01,5.012749319174717044e+01,5.012749319174717044e+01
8.056051595163037859e+01,8.056051595163037859e+01,8.056051595163037859e+01,8.056051595163037859e+01,8.056051595163037859e+01,8.056051595163037859e+01,8.056051595163037859e+01,8.056051595163037859e+01,8.056051595163037859e+01,8.056051595163037859e+01
4.962334496652214000e+01,4.962334496652214000e+01,4.962334496652214000e+01,4.962334496652214000e+01,4.962334496652214000e+01,4.962334496652214000e+01,4.962334496652214000e+01,4.962334496652214000e+01,4.962334496652214000e+01,4.962334496652214000e+01
7.270187062073594575e+01,7.270187062073594575e+01,7.270187062073594575e+01,7.270187062073594575e+01,7.270187062073594575e+01,7.270187062073594575e+01,7.270187062073594575e+01,7.270187062073594575e+01,7.270187062073594575e+01,7.270187062073594575e+01
1.061787125496689868e+02,1.061787125496689868e+02,1.061787125496689868e+02,1.061787125496689868e+02,1.061787125496689868e+02,1.061787125496689868e+02,1.061787125496689868e+02,1.061787125496689868e+02,1.061787125496689868e+02,1.061787125496689868e+02
6.985510638820092311e+01,6.985510638820092311e+01,6.985510638820092311e+01,6.985510638820092311e+01,6.985510638820092311e+01,6.985510638820092311e+01,6.985510638820092311e+01,6.985510638820092311e+01,6.985510638820092311e+01,6.985510638820092311e+01
